PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32283185","Graft Cryopreservation Does Not Impact Overall Survival after Allogeneic Hematopoietic Cell Transplantation Using Post-Transplantation Cyclophosphamide for Graft-versus-Host Disease Prophylaxis","Hamadani M, Zhang MJ, Tang XY, Fei M, Brunstein C, Chhabra S, D'Souza A, Milano F, Phelan R, Saber W, Shaw BE, Weisdorf D, Devine SM, Horowitz MM.","Biol Blood Marrow Transplant. 2020 Jul;26(7):1312-1317. doi: 10.1016/j.bbmt.2020.04.001. Epub 2020 Apr 10.","Hamadani M","Biol Blood Marrow Transplant","2020","2020/04/14","PMC7194895","NIHMS1584200","10.1016/j.bbmt.2020.04.001"
"38597828","Post-transplant cyclophosphamide or cell selection in haploidentical allogeneic hematopoietic cell transplantation?","Mohty R, Al Kadhimi Z, Kharfan-Dabaja M.","Hematology. 2024 Dec;29(1):2326384. doi: 10.1080/16078454.2024.2326384. Epub 2024 Apr 10.","Mohty R","Hematology","2024","2024/04/10","","","10.1080/16078454.2024.2326384"
"38485723","PTCy versus ATG as graft-versus-host disease prophylaxis in mismatched unrelated stem cell transplantation","Penack O, Abouqateb M, Peczynski C, Boreland W, Gülbas Z, Gedde-Dahl T, Castilla-Llorente C, Kröger N, Eder M, Rambaldi A, Bonifazi F, Blau IW, Stelljes M, Dreger P, Moiseev I, Schoemans H, Koenecke C, Peric Z.","Blood Cancer J. 2024 Mar 15;14(1):45. doi: 10.1038/s41408-024-01032-8.","Penack O","Blood Cancer J","2024","2024/03/15","PMC10940681","","10.1038/s41408-024-01032-8"
"26980295","Impact of conditioning intensity in T-replete haplo-identical stem cell transplantation for acute leukemia: a report from the acute leukemia working party of the EBMT","Rubio MT, Savani BN, Labopin M, Piemontese S, Polge E, Ciceri F, Bacigalupo A, Arcese W, Koc Y, Beelen D, Gülbas Z, Wu D, Santarone S, Tischer J, Afanasyev B, Schmid C, Giebel S, Mohty M, Nagler A.","J Hematol Oncol. 2016 Mar 15;9:25. doi: 10.1186/s13045-016-0248-3.","Rubio MT","J Hematol Oncol","2016","2016/03/17","PMC4791867","","10.1186/s13045-016-0248-3"
"32117310","Key Aspects of the Immunobiology of Haploidentical Hematopoietic Cell Transplantation","Baumeister SHC, Rambaldi B, Shapiro RM, Romee R.","Front Immunol. 2020 Feb 14;11:191. doi: 10.3389/fimmu.2020.00191. eCollection 2020.","Baumeister SHC","Front Immunol","2020","2020/03/03","PMC7033970","","10.3389/fimmu.2020.00191"
"38114645","Posttransplant cyclophosphamide in unrelated and related peripheral blood stem cell transplantation from HLA-matched and 1 allele mismatched donor","Sugita J, Kuroha T, Ishikawa J, Eto T, Fukushima K, Yokota I, Akashi K, Taniguchi S, Harada M, Teshima T.","Bone Marrow Transplant. 2024 Mar;59(3):344-349. doi: 10.1038/s41409-023-02162-6. Epub 2023 Dec 19.","Sugita J","Bone Marrow Transplant","2024","2023/12/19","","","10.1038/s41409-023-02162-6"
"37468771","Efficacy of letermovir in HLA-haploidentical hematopoietic transplantation with posttransplant cyclophosphamide","Nakagawa D, Shimomura Y, Mitsuyuki S, Kubo T, Nishikubo M, Okada N, Kamijo K, Yamamoto R, Nagai Y, Hiramoto N, Yoshioka S, Yonetani N, Ishikawa T.","Int J Hematol. 2023 Sep;118(3):347-354. doi: 10.1007/s12185-023-03635-6. Epub 2023 Jul 19.","Nakagawa D","Int J Hematol","2023","2023/07/19","","","10.1007/s12185-023-03635-6"
"39768158","HLA and Non-HLA Factors for Donor Selection in Hematopoietic Stem Cell Transplantation with Post-Transplant Cyclophosphamide GvHD Prophylaxis","Shike H, Zhang A.","Cells. 2024 Dec 14;13(24):2067. doi: 10.3390/cells13242067.","Shike H","Cells","2024","2025/01/08","PMC11674641","","10.3390/cells13242067"
"38374026","Post-transplant cyclophosphamide versus anti-thymocyte globulin after reduced intensity peripheral blood allogeneic cell transplantation in recipients of matched sibling or 10/10 HLA matched unrelated donors: final analysis of a randomized, open-label, multicenter, phase 2 trial","Brissot E, Labopin M, Labussière H, Fossard G, Chevallier P, Guillaume T, Yakoub-Agha I, Srour M, Bulabois CE, Huynh A, Chantepie S, Menard AL, Rubio MT, Ceballos P, Dulery R, Furst S, Malard F, Blaise D, Mohty M.","Blood Cancer J. 2024 Feb 19;14(1):31. doi: 10.1038/s41408-024-00990-3.","Brissot E","Blood Cancer J","2024","2024/02/19","PMC10876658","","10.1038/s41408-024-00990-3"
"37726493","Excellent outcome of stem cell transplantation for sickle cell disease","Vallée T, Schmid I, Gloning L, Bacova M, Ahrens J, Feuchtinger T, Klein C, Gaertner VD, Albert MH.","Ann Hematol. 2023 Nov;102(11):3217-3227. doi: 10.1007/s00277-023-05447-4. Epub 2023 Sep 19.","Vallée T","Ann Hematol","2023","2023/09/19","PMC10567813","","10.1007/s00277-023-05447-4"
"39439234","Comparison of HLA-haploidentical donors with post-transplant cyclophosphamide versus HLA-matched unrelated donors in peripheral blood stem cell transplantation for acute myeloid leukaemia","Moriguchi M, Nakamae H, Nishimoto M, Sugita J, Yanada M, Toubai T, Hasegawa Y, Hino M, Nishida T, Kurita N, Sawa M, Fukuda T, Jinguji A, Ota S, Matsuoka KI, Eto T, Hiramoto N, Ando T, Kawamura K, Kanda Y, Atsuta Y, Ohbiki M, Nakasone H, Konuma T.","Br J Haematol. 2024 Dec;205(6):2376-2386. doi: 10.1111/bjh.19825. Epub 2024 Oct 22.","Moriguchi M","Br J Haematol","2024","2024/10/23","","","10.1111/bjh.19825"
"40645455","Mold Invasive Fungal Infection in Hematopoietic Cell Transplant With Post-Transplant Cyclophosphamide and Posaconazole Prophylaxis","Chorão P, Granados P, Calvillo-Batllés P, Asensi P, Villalba M, Balaguer-Roselló A, de Cossio S, González EM, Gómez MD, Gómez I, Solves P, Tejada C, Louro A, Perla A, Salavert M, de la Rubia J, Sanz MA, Sanz J, Montoro J.","Transplant Cell Ther. 2025 Oct;31(10):836.e1-836.e9. doi: 10.1016/j.jtct.2025.07.005. Epub 2025 Jul 9.","Chorão P","Transplant Cell Ther","2025","2025/07/11","","","10.1016/j.jtct.2025.07.005"
"40091126","Improved survival in older patients with myeloid malignancies undergoing haploidentical peripheral blood stem cell transplantation with low-dose anti-thymocyte globin (ATG)/post-cyclophosphamide (PTCy)-based regimen for graft-versus-host disease prophylaxis","Jia Y, Xia X, Yang J, Cai Y, Tong Y, Qiu H, Huang C, Zhou K, Zhang Y, Shen C, Wan L, Song X.","Ann Hematol. 2025 Mar;104(3):1857-1866. doi: 10.1007/s00277-025-06305-1. Epub 2025 Mar 17.","Jia Y","Ann Hematol","2025","2025/03/17","PMC12031939","","10.1007/s00277-025-06305-1"
"40859738","A decade of experience using ATG and PTCy for graft-versus-host disease prophylaxis in matched unrelated donor allogeneic haematopoietic cell transplantation","Desai N, Rodriguez-Rodriguez S, Al-Shaibani E, Alfaro Moya T, Law AD, Novitzky-Basso I, Pasic I, Michelis FV, Kumar R, Kim DDH, Mattsson J, Viswabandya A.","Br J Haematol. 2025 Nov;207(5):2049-2058. doi: 10.1111/bjh.70124. Epub 2025 Aug 27.","Desai N","Br J Haematol","2025","2025/08/27","","","10.1111/bjh.70124"
"35613462","HLA-matching with PTCy: a reanalysis of a CIBMTR dataset with propensity score matching and donor age","Ambinder A, Jain T, Tsai HL, Horowitz MM, Jones RJ, Varadhan R.","Blood Adv. 2022 Jul 26;6(14):4335-4346. doi: 10.1182/bloodadvances.2022007741.","Ambinder A","Blood Adv","2022","2022/05/25","PMC9327541","","10.1182/bloodadvances.2022007741"
"37031067","Post-transplantation cyclophosphamide as GVHD prophylaxis in allogenic hematopoietic stem cell transplantation: Recent advances and modification","Li Y, Wang N, Zhang X, Cao Y, Zhang L, Liu A, Zhang Y.","Blood Rev. 2023 Nov;62:101078. doi: 10.1016/j.blre.2023.101078. Epub 2023 Mar 30.","Li Y","Blood Rev","2023","2023/04/08","","","10.1016/j.blre.2023.101078"
"33657221","Posttransplant cyclophosphamide is associated with increased cytomegalovirus infection: a CIBMTR analysis","Goldsmith SR, Abid MB, Auletta JJ, Bashey A, Beitinjaneh A, Castillo P, Chemaly RF, Chen M, Ciurea S, Dandoy CE, Díaz MÁ, Fuchs E, Ganguly S, Kanakry CG, Kanakry JA, Kim S, Komanduri KV, Krem MM, Lazarus HM, Liu H, Ljungman P, Masiarz R, Mulroney C, Nathan S, Nishihori T, Page KM, Perales MA, Taplitz R, Romee R, Riches M.","Blood. 2021 Jun 10;137(23):3291-3305. doi: 10.1182/blood.2020009362.","Goldsmith SR","Blood","2021","2021/03/03","PMC8351903","","10.1182/blood.2020009362"
"37085459","Combining post-transplant cyclophosphamide with antithymocyte globulin for graft-versus-host disease prophylaxis in hematological malignancies","Duléry R, Brissot E, Mohty M.","Blood Rev. 2023 Nov;62:101080. doi: 10.1016/j.blre.2023.101080. Epub 2023 Apr 11.","Duléry R","Blood Rev","2023","2023/04/21","","","10.1016/j.blre.2023.101080"
"38037468","Low- versus standard-dose post-transplant cyclophosphamide as GVHD prophylaxis for haploidentical transplantation","Fuji S, Sugita J, Najima Y, Konishi T, Tanaka T, Ohigashi H, Eto T, Nagafuji K, Hiramoto N, Matsuoka KI, Maruyama Y, Ota S, Ishikawa J, Kawakita T, Akasaka T, Kamimura T, Hino M, Fukuda T, Atsuta Y, Yakushijin K.","Br J Haematol. 2024 Mar;204(3):959-966. doi: 10.1111/bjh.19228. Epub 2023 Nov 30.","Fuji S","Br J Haematol","2024","2023/12/01","","","10.1111/bjh.19228"
"39576962","Itacitinib for prevention of graft-versus-host disease and cytokine release syndrome in haploidentical transplantation","Abboud R, Schroeder MA, Rettig MP, Jayasinghe RG, Gao F, Eisele J, Gehrs L, Ritchey J, Choi J, Abboud CN, Pusic I, Jacoby M, Westervelt P, Christopher M, Cashen A, Ghobadi A, Stockerl-Goldstein K, Uy GL, DiPersio JF.","Blood. 2025 Mar 27;145(13):1382-1394. doi: 10.1182/blood.2024026497.","Abboud R","Blood","2025","2024/11/22","PMC12782962","","10.1182/blood.2024026497"
"27071449","How do we choose the best donor for T-cell-replete, HLA-haploidentical transplantation?","Chang YJ, Luznik L, Fuchs EJ, Huang XJ.","J Hematol Oncol. 2016 Apr 12;9:35. doi: 10.1186/s13045-016-0265-2.","Chang YJ","J Hematol Oncol","2016","2016/04/14","PMC4830035","","10.1186/s13045-016-0265-2"
"36734029","Younger haploidentical donor versus older matched unrelated donor for patients with AML/MDS","Marcoux C, Marin D, Ramdial J, AlAtrash G, Alousi AM, Oran B, Kebriaei P, Popat UR, Rezvani K, Champlin RE, Shpall EJ, Mehta RS.","Am J Hematol. 2023 May;98(5):712-719. doi: 10.1002/ajh.26870. Epub 2023 Feb 13.","Marcoux C","Am J Hematol","2023","2023/02/03","PMC13075407","NIHMS2151582","10.1002/ajh.26870"
"37083956","Poor graft function after haploidentical stem cell transplantation with post-transplant cyclophosphamide","Gómez-Centurión I, Martin Rojas RM, Bailén R, Muñoz C, Sabell S, Oarbeascoa G, Fernández-Caldas P, Carbonell D, Gayoso J, Martínez-Laperche C, Buño I, Anguita J, Díez-Martin JL, Kwon M.","Ann Hematol. 2023 Jun;102(6):1561-1567. doi: 10.1007/s00277-023-05206-5. Epub 2023 Apr 21.","Gómez-Centurión I","Ann Hematol","2023","2023/04/21","","","10.1007/s00277-023-05206-5"
"41023427","Single unrelated umbilical cord blood versus unmanipulated haploidentical HCT using PTCy in pediatric AML: a retrospective study on behalf of the EBMT PDWP and CTIWP","Di Majo BE, Abouqateb M, Galimard JE, Dalissier A, Lucchini G, Versluys B, Zubarovskaya L, Mirci-Danicar O, Jubert C, Tewari S, Wynn R, Lawson S, Michel G, Balduzzi A, Hamladji RM, Sirvent A, Al-Ahmari A, Rialland F, Faraci M, Ansari M, Dalle JH, Calvo C, Rocha V, Gluckman E, Kleinschmidt K, Corbacioglu S, Kalwak K, Ruggeri A.","Bone Marrow Transplant. 2025 Dec;60(12):1635-1641. doi: 10.1038/s41409-025-02720-0. Epub 2025 Sep 29.","Di Majo BE","Bone Marrow Transplant","2025","2025/09/30","","","10.1038/s41409-025-02720-0"
"38164945","Outcomes with HLA-matched unrelated donor versus haploidentical hematopoietic cell transplantation","Mushtaq MU, Shahzad M, Amin MK, Lutfi F, DeJarnette S, Al-Ramahi JS, Li K, Ahmed N, Bansal R, Abdelhakim H, Shune L, Abdallah AO, Abhyankar SH, McGuirk JP, Singh AK.","Leuk Lymphoma. 2024 Apr;65(4):493-502. doi: 10.1080/10428194.2023.2300708. Epub 2024 Jan 2.","Mushtaq MU","Leuk Lymphoma","2024","2024/01/02","","","10.1080/10428194.2023.2300708"
"39910175","The impact of individual comorbidities in transplant recipients receiving post-transplant cyclophosphamide","Spyridonidis A, Labopin M, Savani BP, Kulagin A, Blaise D, Broers AEC, Sica S, Raiola AM, Vydra J, Choi G, Rovira M, Kwon M, Sanz J, Itäla-Remes M, von dem Borne P, Esquirol A, Koc Y, Brissot E, Nagler A, Mohty M, Ciceri F.","Bone Marrow Transplant. 2025 Apr;60(4):499-506. doi: 10.1038/s41409-025-02514-4. Epub 2025 Feb 5.","Spyridonidis A","Bone Marrow Transplant","2025","2025/02/05","","","10.1038/s41409-025-02514-4"
"34724567","HLA informs risk predictions after haploidentical stem cell transplantation with posttransplantation cyclophosphamide","Fuchs EJ, McCurdy SR, Solomon SR, Wang T, Herr MM, Modi D, Grunwald MR, Nishihori T, Kuxhausen M, Fingerson S, McKallor C, Bashey A, Kasamon YL, Bolon YT, Saad A, McGuirk J, Paczesny S, Gadalla SM, Marsh SGE, Shaw BE, Spellman SR, Lee SJ, Petersdorf EW.","Blood. 2022 Mar 10;139(10):1452-1468. doi: 10.1182/blood.2021013443.","Fuchs EJ","Blood","2022","2021/11/01","PMC8914182","","10.1182/blood.2021013443"
"38607399","Long-term outcomes after haploidentical stem cell transplantation for hematologic malignancies","Saengboon S, Ciurea S, Popat U, Ramdial J, Bashir Q, Alousi A, Chen J, Rondon G, Olson A, Im J, Hosing C, Shpall E, Champlin R, Srour SA.","Blood Adv. 2024 Jun 25;8(12):3237-3245. doi: 10.1182/bloodadvances.2023010625.","Saengboon S","Blood Adv","2024","2024/04/12","PMC11226960","","10.1182/bloodadvances.2023010625"
"35987912","Comparable survival outcomes with haploidentical stem cell transplantation and cord blood transplantation","Sugita J, Atsuta Y, Nakamae H, Maruyama Y, Ishiyama K, Shiratori S, Fukuda T, Kurata M, Shingai N, Ozawa Y, Masuko M, Nagafuji K, Uchida N, Tanaka M, Onizuka M, Kanda J, Kimura T, Ichinohe T, Teshima T.","Bone Marrow Transplant. 2022 Nov;57(11):1681-1688. doi: 10.1038/s41409-022-01770-y. Epub 2022 Aug 20.","Sugita J","Bone Marrow Transplant","2022","2022/08/20","","","10.1038/s41409-022-01770-y"
"40305657","Impact of posttransplant cyclophosphamide-based GVHD prophylaxis in patients 70 years and older: an update from BMT CTN 1703","Abedin S, Martens MJ, Bolaños-Meade J, Al Malki MM, Lian Q, Runaas L, Elmariah H, Gooptu M, Larkin KT, Shaffer BC, Loren AW, Solh M, Alousi AM, Jamy OH, Perales MA, Rezvani A, Bhatt A, El Jurdi N, Yao JM, Applegate K, Kean LS, Efebera YA, Reshef R, Clark W, Leifer E, Saber W, Horowitz MM, Jones RJ, Holtan SG, Hamadani M.","Blood Adv. 2025 Jul 22;9(14):3495-3501. doi: 10.1182/bloodadvances.2025015964.","Abedin S","Blood Adv","2025","2025/04/30","PMC12274666","","10.1182/bloodadvances.2025015964"
"37408464","Haploidentical donor hematopoietic cell transplantation for myelodysplastic/myeloproliferative overlap neoplasms: results from a North American collaboration","Jain T, Tsai HL, Elmariah H, Vachhani P, Karantanos T, Wall SA, Gondek LP, Bashey A, Keyzner A, Tamari R, Grunwald MR, Abedin S, Nadiminti KV, Iqbal M, Gerds AT, Viswabandya A, McCurdy SR, Al Malki MM, Varadhan R, Ali H, Gupta V, Jones RJ, Otoukesh S.","Haematologica. 2023 Dec 1;108(12):3321-3332. doi: 10.3324/haematol.2023.283426.","Jain T","Haematologica","2023","2023/07/06","PMC10690921","","10.3324/haematol.2023.283426"
"39739412","Optimized GVHD Prevention in HLA-Mismatched Unrelated Allogeneic HCT Using a PTCY-Based Approach","Pinto FR, Suárez-Lledó M, Guardia L, Charry P, Cid J, Lozano M, Pedraza A, de Llobet N, Corrius G, Moreno C, Esteve J, Serra C, Carreras E, Rosiñol L, Fernández-Avilés F, Rovira M, Martinez C, Salas MQ.","Eur J Haematol. 2025 Apr;114(4):650-662. doi: 10.1111/ejh.14378. Epub 2024 Dec 30.","Pinto FR","Eur J Haematol","2025","2024/12/31","","","10.1111/ejh.14378"
"34802049","Tacrolimus initial steady state level in post-transplant cyclophosphamide-based GvHD prophylaxis regimens","Yao JM, Yang D, Clark MC, Otoukesh S, Cao T, Ali H, Arslan S, Aldoss I, Artz A, Amanam I, Salhotra A, Pullarkat V, Sandhu K, Stein A, Marcucci G, Forman SJ, Nakamura R, Al Malki MM.","Bone Marrow Transplant. 2022 Feb;57(2):232-242. doi: 10.1038/s41409-021-01528-y. Epub 2021 Nov 20.","Yao JM","Bone Marrow Transplant","2022","2021/11/21","PMC8825746","NIHMS1756311","10.1038/s41409-021-01528-y"
"38466265","Prognostic factors in haploidentical transplantation with post-transplant cyclophosphamide for acute myeloid leukemia","Shibata S, Arai Y, Kondo T, Mizuno S, Yamasaki S, Akasaka T, Doki N, Ota S, Maruyama Y, Matsuoka KI, Nagafuji K, Eto T, Tanaka T, Ohigashi H, Nakamae H, Onizuka M, Fukuda T, Atsuta Y, Yanada M.","Cytotherapy. 2024 Jun;26(6):592-598. doi: 10.1016/j.jcyt.2024.02.010. Epub 2024 Feb 23.","Shibata S","Cytotherapy","2024","2024/03/11","","","10.1016/j.jcyt.2024.02.010"
"40071498","Impact of Donor Age and Donor Cytomegalovirus Serostatus on Outcomes After Related Donor Allogeneic Hematopoietic Stem Cell Transplantation","Mehta RS, Choe H, Saultz J, Gong Z, Sharma P, Al-Juhaishi T, Petitto GS, Lazaryan A, Singh A, Xue E, Dimitrova D, Hyder M, McCurdy S, Im A, Huber B, Aljawai YM, Kanakry J, Milano F, Kanakry CG.","Am J Hematol. 2025 Jun;100(6):987-997. doi: 10.1002/ajh.27662. Epub 2025 Mar 12.","Mehta RS","Am J Hematol","2025","2025/03/12","PMC13050464","NIHMS2156977","10.1002/ajh.27662"
"41043776","Post-Transplant Cyclophosphamide Improves Survival in HLA-DPB1 Mismatched Unrelated Donor Allogeneic Transplantation","McCurdy SR, Solomon SR, Shaffer BC, He M, Bolon YT, Blouin AG, Keyzner A, Socola FA, Ibrahim U, Zou J, Safah H, Saba N, Gadalla S, Perales MA, Paczesny S, Marsh SGE, Petersdorf EW, Wang T, Lee SJ, Fuchs EJ.","Transplant Cell Ther. 2026 Jan;32(1):74.e1-74.e14. doi: 10.1016/j.jtct.2025.09.048. Epub 2025 Oct 1.","McCurdy SR","Transplant Cell Ther","2026","2025/10/03","PMC12767214","NIHMS2125502","10.1016/j.jtct.2025.09.048"
"39948727","Impact of HLA Epitope Matching on Outcomes in Haploidentical HSCT With Distinct GVHD Prophylaxes","Iwasaki M, Kanda J, Tanaka H, Ikegame K, Shindo T, Kawase T, Yoshihara S, Doki N, Nakamae H, Eto T, Tanaka T, Ara T, Hiramoto N, Kondo Y, Matsuoka KI, Ando T, Shono K, Nagafuji K, Fukuda T, Ichinohe T, Atsuta Y, Murata M, Morishima S.","Transplantation. 2025 Jul 1;109(7):1241-1250. doi: 10.1097/TP.0000000000005347. Epub 2025 Feb 14.","Iwasaki M","Transplantation","2025","2025/02/14","","","10.1097/TP.0000000000005347"
"21495931","Clinical management of aplastic anemia","Dezern AE, Brodsky RA.","Expert Rev Hematol. 2011 Apr;4(2):221-30. doi: 10.1586/ehm.11.11.","Dezern AE","Expert Rev Hematol","2011","2011/04/19","PMC3138728","NIHMS301690","10.1586/ehm.11.11"
"35577323","PTCY and Tacrolimus for GVHD Prevention for Older Adults Undergoing HLA-Matched Sibling and Unrelated Donor AlloHCT","Salas MQ, Charry P, Pedraza A, Martínez-Cibrian N, Solano MT, Domènech A, Suárez-Lledó M, Nomdedeu M, Cid J, Lozano M, de-LLobet N, Arcarons J, Rosiñol L, Gutiérrez-García G, Carreras E, Esteve J, Urbano-Ispizua Á, Fernández-Avilés F, Rovira M, Martínez C.","Transplant Cell Ther. 2022 Aug;28(8):489.e1-489.e9. doi: 10.1016/j.jtct.2022.05.009. Epub 2022 May 14.","Salas MQ","Transplant Cell Ther","2022","2022/05/16","","","10.1016/j.jtct.2022.05.009"
